,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,imageLink,category,cardName,s3_file_name,s3_link,rgb
722,3926,3926,3946,34,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw25efbcfe/images/finished-goods/A-Day-for-Smiling-and-Dreaming-Birthday-Card-root-299HBD4265_HBD4265_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,a-day-for-smiling-and-dreaming-birthday-card-root-299hbd4265,a-day-for-smiling-and-dreaming-birthday-card-root-299hbd4265,https://greeting-card-images.s3.amazonaws.com/a-day-for-smiling-and-dreaming-birthday-card-root-299hbd4265,[207.56076328 230.40889905 214.50756243]
723,1225,1225,1186,150,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwbc259bad/images/finished-goods/White-Dress-First-Communion-Card-for-Precious-Daughter-root-299CDS1359_PV.1.CDS1359.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Daughter,white-dress-first-communion-card-for-precious-daughter-root-299cds1359,white-dress-first-communion-card-for-precious-daughter-root-299cds1359,https://greeting-card-images.s3.amazonaws.com/white-dress-first-communion-card-for-precious-daughter-root-299cds1359,[223.98292295 217.46902303 210.8897273 ]
724,168,168,138,138,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwd5083fa1/images/finished-goods/Torah-Scroll-Bar-Mitzvah-Card-root-599JWR1115_PV.1.JWR1115.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,torah-scroll-bar-mitzvah-card-root-599jwr1115,torah-scroll-bar-mitzvah-card-root-599jwr1115,https://greeting-card-images.s3.amazonaws.com/torah-scroll-bar-mitzvah-card-root-599jwr1115,[199.71622181 234.82795365 217.74549969]
725,3161,3161,3158,228,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw0373020f/images/finished-goods/Butterfly-and-Flowers-Blessings-Mothers-Day-Card_599IEM1899_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,butterfly-and-flowers-blessings-mothers-day-card,butterfly-and-flowers-blessings-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/butterfly-and-flowers-blessings-mothers-day-card,[227.07993152 213.74137477 211.19080853]
726,273,273,231,231,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb2069a6b/images/finished-goods/TONKA-Construction-Trucks-Birthday-Card-for-Kid-root-499HKB4627_HKB4627_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Boy,tonka-construction-trucks-birthday-card-for-kid-root-499hkb4627,tonka-construction-trucks-birthday-card-for-kid-root-499hkb4627,https://greeting-card-images.s3.amazonaws.com/tonka-construction-trucks-birthday-card-for-kid-root-499hkb4627,[227.14249456 221.19833212 203.51704133]
727,2408,2408,2408,2,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwfe38f9c2/images/finished-goods/Youre-the-Best-Embossed-Trophy-Fathers-Day-Card_299FD8279_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,youre-the-best-embossed-trophy-fathers-day-card,youre-the-best-embossed-trophy-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/youre-the-best-embossed-trophy-fathers-day-card,[230.20768712 223.18273769 198.02157788]
728,2151,2151,2141,168,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw08853eb4/images/finished-goods/Infinite-Ways-Mothers-Day-Card-for-Wife-root-729MOA2433_PV.1.MOA2433.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Wife,infinite-ways-mothers-day-card-for-wife-root-729moa2433,infinite-ways-mothers-day-card-for-wife-root-729moa2433,https://greeting-card-images.s3.amazonaws.com/infinite-ways-mothers-day-card-for-wife-root-729moa2433,[241.25416808 209.42157196 200.70159918]
729,2269,2269,2265,292,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw829a0649/images/finished-goods/Key-to-Heart-Spanish-Valentine-Card-Wife_799VAS9986_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,key-to-heart-spanish-valentine-card-wife,key-to-heart-spanish-valentine-card-wife,https://greeting-card-images.s3.amazonaws.com/key-to-heart-spanish-valentine-card-wife,[230.56828565 212.06359702 208.70834335]
730,595,595,591,71,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw09ab7501/images/finished-goods/Peanuts-Snoopy-All-Happy-Birthday-Card-for-Grandson-root-329MAN4653_PV.1.MAN4653.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandson,peanuts-snoopy-all-happy-birthday-card-for-grandson-root-329man4653,peanuts-snoopy-all-happy-birthday-card-for-grandson-root-329man4653,https://greeting-card-images.s3.amazonaws.com/peanuts-snoopy-all-happy-birthday-card-for-grandson-root-329man4653,[179.56452695 236.0295236  235.73741892]
731,1283,1283,1248,212,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw33881a4d/images/finished-goods/Glitter-Bracelet-Valentine-Card-Daughter_599VEI7112_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,glitter-bracelet-valentine-card-daughter,glitter-bracelet-valentine-card-daughter,https://greeting-card-images.s3.amazonaws.com/glitter-bracelet-valentine-card-daughter,[249.79871176 194.25732689 207.18727858]
732,3958,3958,3977,65,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw748f4f69/images/finished-goods/elegant-lovely-everchanging-birthday-card-root-799lad6028_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Any+Woman,elegant-lovely-everchanging-birthday-card-root-799lad6028,elegant-lovely-everchanging-birthday-card-root-799lad6028,https://greeting-card-images.s3.amazonaws.com/elegant-lovely-everchanging-birthday-card-root-799lad6028,[234.35794743 204.86858573 211.99123905]
733,4277,4277,4286,374,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw39162f2c/images/finished-goods/Beautiful-Flower-Wreath-Birthday-Card_699LAD2333_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,beautiful-flower-wreath-birthday-card,beautiful-flower-wreath-birthday-card,https://greeting-card-images.s3.amazonaws.com/beautiful-flower-wreath-birthday-card,[233.25890646 207.0977329  210.64869499]
734,321,321,287,45,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7f86b298/images/finished-goods/Minnie-Mouse-Cheerleader-Pop-Up-Birthday-Card-root-399HKB4991_HKB4991_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,minnie-mouse-cheerleader-pop-up-birthday-card-root-399hkb4991,minnie-mouse-cheerleader-pop-up-birthday-card-root-399hkb4991,https://greeting-card-images.s3.amazonaws.com/minnie-mouse-cheerleader-pop-up-birthday-card-root-399hkb4991,[250.24129259 180.14535395 220.57789513]
735,1443,1443,1410,68,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwe259cb60/images/finished-goods/Family-MVP-Birthday-Card_529MAN2563_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Brother,family-mvp-birthday-card,family-mvp-birthday-card,https://greeting-card-images.s3.amazonaws.com/family-mvp-birthday-card,[226.80316471 221.00479501 203.1282666 ]
736,3360,3360,3359,429,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw95aec355/images/finished-goods/Envelope-Filled-With-Flowers-Mothers-Day-Card_659IEM3297_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,envelope-filled-with-flowers-mothers-day-card,envelope-filled-with-flowers-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/envelope-filled-with-flowers-mothers-day-card,[243.17233809 221.26169045 186.28583974]
737,1766,1766,1755,59,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw80171426/images/finished-goods/Cartoon-Beaver-The-Best-Dam-Husband-Funny-Pop-Up-Birthday-Card-root-559MAN3021_MAN3021_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,cartoon-beaver-the-best-dam-husband-funny-pop-up-birthday-card-root-559man3021,cartoon-beaver-the-best-dam-husband-funny-pop-up-birthday-card-root-559man3021,https://greeting-card-images.s3.amazonaws.com/cartoon-beaver-the-best-dam-husband-funny-pop-up-birthday-card-root-559man3021,[234.08790016 230.881172   185.74796527]
738,1028,1028,983,167,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwbccae293/images/finished-goods/For-a-Special-Son-Confirmation-Card_399CDS6127_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,for-a-special-son-confirmation-card,for-a-special-son-confirmation-card,https://greeting-card-images.s3.amazonaws.com/for-a-special-son-confirmation-card,[206.42709677 218.36774194 225.91483871]
739,1444,1444,1411,69,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwe4231c2f/images/finished-goods/Brother-and-Wife-Fox-and-Hearts-Valentines-Day-Card-root-399VEE1264_PV.1.VEE1264.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Brother,brother-and-wife-fox-and-hearts-valentines-day-card-root-399vee1264,brother-and-wife-fox-and-hearts-valentines-day-card-root-399vee1264,https://greeting-card-images.s3.amazonaws.com/brother-and-wife-fox-and-hearts-valentines-day-card-root-399vee1264,[235.40320122 222.06783537 192.97789634]
740,2942,2942,2936,6,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw905177ac/images/finished-goods/Cat-Joke-Mothers-Day-Card_299MOA1289_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,cat-joke-mothers-day-card,cat-joke-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/cat-joke-mothers-day-card,[248.22682144 186.22086452 215.96868795]
741,2131,2131,2118,145,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf7e75c23/images/finished-goods/the-Road-Beside-Me-Anniversary-Card-Wife_899AVY1856_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Wife,the-road-beside-me-anniversary-card-wife,the-road-beside-me-anniversary-card-wife,https://greeting-card-images.s3.amazonaws.com/the-road-beside-me-anniversary-card-wife,[198.28831924 220.38424947 231.70877378]
742,2972,2972,2965,35,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw3e0f021c/images/finished-goods/thanks-from-a-loving-son-card-root-499moa2234_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,thanks-from-a-loving-son-card-root-499moa2234,thanks-from-a-loving-son-card-root-499moa2234,https://greeting-card-images.s3.amazonaws.com/thanks-from-a-loving-son-card-root-499moa2234,[184.8449687  234.56860857 230.73134328]
743,3262,3262,3261,331,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwae26b278/images/finished-goods/Purple-Butterfly-Birthday-Card-for-Mom-From-Us-root-459FBD8046_PV.1.FBD8046.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,purple-butterfly-birthday-card-for-mom-from-us-root-459fbd8046,purple-butterfly-birthday-card-for-mom-from-us-root-459fbd8046,https://greeting-card-images.s3.amazonaws.com/purple-butterfly-birthday-card-for-mom-from-us-root-459fbd8046,[232.87053571 192.31737013 224.79261364]
744,1814,1814,1801,105,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7ad2aec7/images/finished-goods/You-Make-Me-Happy-SpanishLanguage-Husband-Birthday-Card-root-299MAN2753_PV.1.MAN2753.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Husband,you-make-me-happy-spanishlanguage-husband-birthday-card-root-299man2753,you-make-me-happy-spanishlanguage-husband-birthday-card-root-299man2753,https://greeting-card-images.s3.amazonaws.com/you-make-me-happy-spanishlanguage-husband-birthday-card-root-299man2753,[179.73436867 236.25212694 233.97987846]
745,3336,3336,3335,405,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw277ed04a/images/finished-goods/Strong-Women-Grow-Beautiful-Lives-Mothers-Day-Card-root-599MOA2592_PV.1.MOA2592.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,strong-women-grow-beautiful-lives-mothers-day-card-root-599moa2592,strong-women-grow-beautiful-lives-mothers-day-card-root-599moa2592,https://greeting-card-images.s3.amazonaws.com/strong-women-grow-beautiful-lives-mothers-day-card-root-599moa2592,[183.00082664 230.52042985 236.40741615]
746,1419,1419,1386,44,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwf337fdf2/images/finished-goods/Amazing-Guy-Birthday-Card-Brother_459MAN2897_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Brother,amazing-guy-birthday-card-brother,amazing-guy-birthday-card-brother,https://greeting-card-images.s3.amazonaws.com/amazing-guy-birthday-card-brother,[233.02974121 223.74584782 193.04119995]
747,2995,2995,2990,60,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw71bfe1de/images/finished-goods/Marjolein-Bastin-Youre-Loved-Mothers-Day-Card_499MOA3036_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,marjolein-bastin-youre-loved-mothers-day-card,marjolein-bastin-youre-loved-mothers-day-card,https://greeting-card-images.s3.amazonaws.com/marjolein-bastin-youre-loved-mothers-day-card,[229.97127469 217.06104129 202.60502693]
748,3861,3861,3879,88,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb822e479/images/finished-goods/Spanish-Grandmother-Birthday-Card_359FBD2828_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandmother,spanish-grandmother-birthday-card,spanish-grandmother-birthday-card,https://greeting-card-images.s3.amazonaws.com/spanish-grandmother-birthday-card,[251.99189786 205.6891726  191.74797447]
749,1689,1689,1675,50,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw46a7a575/images/finished-goods/Brighter-World-SpanishLanguage-Mothers-Day-Card-for-Niece-root-399MTH1336_PV.1.MTH1336.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Niece,brighter-world-spanishlanguage-mothers-day-card-for-niece-root-399mth1336,brighter-world-spanishlanguage-mothers-day-card-for-niece-root-399mth1336,https://greeting-card-images.s3.amazonaws.com/brighter-world-spanishlanguage-mothers-day-card-for-niece-root-399mth1336,[206.00906758 223.14482464 220.27245509]
750,935,935,894,78,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw84f3f35e/images/finished-goods/Smart-and-Successful-Son-Funny-Birthday-Card-root-459MAN3045_MAN3045_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,smart-and-successful-son-funny-birthday-card-root-459man3045,smart-and-successful-son-funny-birthday-card-root-459man3045,https://greeting-card-images.s3.amazonaws.com/smart-and-successful-son-funny-birthday-card-root-459man3045,[231.94114185 228.61801059 188.85932902]
751,1650,1650,1634,9,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw627a4bff/images/finished-goods/Pink-Bows-Birthday-Card-for-Niece-root-499FBD4092_FBD4092_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Niece,pink-bows-birthday-card-for-niece-root-499fbd4092,pink-bows-birthday-card-for-niece-root-499fbd4092,https://greeting-card-images.s3.amazonaws.com/pink-bows-birthday-card-for-niece-root-499fbd4092,[232.46486486 216.31081081 200.24324324]
752,700,700,669,8,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw39d43e2d/images/finished-goods/Butterfly-Graduation-Card-Granddaughter_559GR1917_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Granddaughter,butterfly-graduation-card-granddaughter,butterfly-graduation-card-granddaughter,https://greeting-card-images.s3.amazonaws.com/butterfly-graduation-card-granddaughter,[233.06403415 214.5090715  201.27214514]
753,2579,2579,2579,173,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw52672807/images/finished-goods/Beer-in-Hand-Illustrations-Funny-Fathers-Day-Card_369ZFD5347_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Father,beer-in-hand-illustrations-funny-fathers-day-card,beer-in-hand-illustrations-funny-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/beer-in-hand-illustrations-funny-fathers-day-card,[230.40302433 219.8382643  198.42406312]
754,229,229,191,191,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1ba/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw54e84b04/images/finished-goods/Winnie-the-Pooh-Birthday-Card-for-Boy-With-Stickers-root-459HKB4667_PV.1.HKB4667.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Boy,winnie-the-pooh-birthday-card-for-boy-with-stickers-root-459hkb4667,winnie-the-pooh-birthday-card-for-boy-with-stickers-root-459hkb4667,https://greeting-card-images.s3.amazonaws.com/winnie-the-pooh-birthday-card-for-boy-with-stickers-root-459hkb4667,[191.59198747 222.98645927 233.98936885]
755,509,509,509,267,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw4621efbf/images/finished-goods/Kitty-Coin-Purse-Birthday-Card-root-799LAD1863_LAD1863_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Girl,kitty-coin-purse-birthday-card-root-799lad1863,kitty-coin-purse-birthday-card-root-799lad1863,https://greeting-card-images.s3.amazonaws.com/kitty-coin-purse-birthday-card-root-799lad1863,[248.6568915  198.35593842 201.51319648]
756,3969,3969,3988,76,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw6d83bd57/images/finished-goods/Something-Cute-in-the-Sack-Birthday-Card_399HBD4294_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Any+Woman,something-cute-in-the-sack-birthday-card,something-cute-in-the-sack-birthday-card,https://greeting-card-images.s3.amazonaws.com/something-cute-in-the-sack-birthday-card,[197.35860438 224.46552336 226.6759314 ]
757,3474,3474,3478,548,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw2d55ab28/images/finished-goods/DC-Comics-Wonder-Woman-Easter-Card-Mom_399EKD4425_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,dc-comics-wonder-woman-easter-card-mom,dc-comics-wonder-woman-easter-card-mom,https://greeting-card-images.s3.amazonaws.com/dc-comics-wonder-woman-easter-card-mom,[216.2363034  219.8200213  211.89539699]
758,3098,3098,3093,163,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw30cc0084/images/finished-goods/Rose-Wreath-Birthday-Card-for-Mom-From-Child-and-Their-Spouse-root-599FBD8005_PV.1.FBD8005.jpg_Source_Image.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Mother,rose-wreath-birthday-card-for-mom-from-child-and-their-spouse-root-599fbd8005,rose-wreath-birthday-card-for-mom-from-child-and-their-spouse-root-599fbd8005,https://greeting-card-images.s3.amazonaws.com/rose-wreath-birthday-card-for-mom-from-child-and-their-spouse-root-599fbd8005,[234.40936486 217.78117756 195.6555401 ]
759,3702,3702,3717,7,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwb1a3b6a6/images/finished-goods/Canoe-on-Mountain-Lake-Grandpa-Fathers-Day-Card_499FD8127_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Grandfather,canoe-on-mountain-lake-grandpa-fathers-day-card,canoe-on-mountain-lake-grandpa-fathers-day-card,https://greeting-card-images.s3.amazonaws.com/canoe-on-mountain-lake-grandpa-fathers-day-card,[203.31552842 227.0587562  217.36436475]
760,1977,1977,1952,256,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dwff9b6347/images/finished-goods/Whole-Life-Through-Valentines-Day-Card_629VEE3789_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Husband,whole-life-through-valentines-day-card,whole-life-through-valentines-day-card,https://greeting-card-images.s3.amazonaws.com/whole-life-through-valentines-day-card,[219.47239437 217.34028169 210.79887324]
761,3794,3794,3812,21,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw8d7de5e8/images/finished-goods/you-are-love-grandma-card-root-499moa1644_1470_1.jpg?sw=416&sh=416&sm=fit&yocs=27_&yoloc=us,Grandmother,you-are-love-grandma-card-root-499moa1644,you-are-love-grandma-card-root-499moa1644,https://greeting-card-images.s3.amazonaws.com/you-are-love-grandma-card-root-499moa1644,[238.07523148 221.7650463  187.65625   ]
762,1067,1067,1026,210,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw61466d4b/images/finished-goods/Every-Kind-of-Peace-Christmas-Card-for-Son-root-599XXO5849_XXO5849_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Son,every-kind-of-peace-christmas-card-for-son-root-599xxo5849,every-kind-of-peace-christmas-card-for-son-root-599xxo5849,https://greeting-card-images.s3.amazonaws.com/every-kind-of-peace-christmas-card-for-son-root-599xxo5849,[211.39875873 216.46935609 219.51900698]
763,3012,3012,3007,77,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dweaa409ec/images/finished-goods/World-Better-Mothers-Day-Card-for-Anyone_599MSI8285_01.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Mother,world-better-mothers-day-card-for-anyone,world-better-mothers-day-card-for-anyone,https://greeting-card-images.s3.amazonaws.com/world-better-mothers-day-card-for-anyone,[218.95200604 229.2502157  198.77782571]
764,1338,1338,1304,268,https://cdn-us-ec.yottaa.net/56213828312e5803810043dd/www.hallmark.com/v~4b.1bd/dw/image/v2/AALB_PRD/on/demandware.static/-/Sites-hallmark-master/default/dw7595dc2a/images/finished-goods/Do-Not-Open-Funny-Christmas-Card-for-Daughter-root-399XXO6724_XXO6724_1470_1.jpg_Source_Image.jpg?sw=512&sh=512&sm=fit&yocs=27_&yoloc=us,Daughter,do-not-open-funny-christmas-card-for-daughter-root-399xxo6724,do-not-open-funny-christmas-card-for-daughter-root-399xxo6724,https://greeting-card-images.s3.amazonaws.com/do-not-open-funny-christmas-card-for-daughter-root-399xxo6724,[184.71032106 227.34337022 234.91710502]
